timestamp,latitude,longitude,altitude
1742390356.9004867,55.76116350666667,12.600395931666666,-3.8602
1742390356.900691,55.76116350666667,12.600395931666666,-3.8602
1742390357.8996365,55.761163976666666,12.600395678333333,-3.8779
1742390357.899932,55.761163976666666,12.600395678333333,-3.8779
1742390358.898697,55.761165293333335,12.600393786666666,-3.9109
1742390358.8990204,55.761165293333335,12.600393786666666,-3.9109
1742390359.8994703,55.76116648833333,12.600391913333333,-3.9332
1742390359.8996942,55.76116648833333,12.600391913333333,-3.9332
1742390360.8985307,55.76116804666667,12.600390015,-3.9131
1742390360.8987572,55.76116804666667,12.600390015,-3.9131
1742390361.9000335,55.761169321666664,12.600388703333333,-3.9115
1742390361.9005568,55.761169321666664,12.600388703333333,-3.9115
1742390362.901573,55.761170015,12.600389156666667,-3.9248
1742390362.9025693,55.761170015,12.600389156666667,-3.9248
1742390363.900441,55.761170215,12.600390113333333,-3.9589
1742390363.9010851,55.761170215,12.600390113333333,-3.9589
1742390364.8990414,55.76117155166666,12.600387708333333,-3.927
1742390364.8993466,55.76117155166666,12.600387708333333,-3.927
1742390365.899664,55.76117270666667,12.60038464,-3.914
1742390366.8987384,55.761172826666666,12.600383753333332,-3.9151
1742390366.8989573,55.761172826666666,12.600383753333332,-3.9151
1742390367.8998153,55.761171925,12.600385516666666,-3.9109
1742390367.9001381,55.761171925,12.600385516666666,-3.9109
1742390368.8987777,55.761170871666664,12.60038831,-3.9176
1742390369.8996885,55.76116895333333,12.600393705,-3.9548
1742390369.9007392,55.76116895333333,12.600393705,-3.9548
1742390370.8986146,55.76116667666667,12.600399608333333,-3.9294
1742390370.8988795,55.76116667666667,12.600399608333333,-3.9294
1742390371.8988757,55.761163716666665,12.600406308333334,-3.8806
1742390372.8981667,55.761161048333335,12.600412448333334,-3.8247
1742390372.8984547,55.761161048333335,12.600412448333334,-3.8247
1742390373.8995097,55.76115909833333,12.600418405,-3.7343
1742390373.8997245,55.76115909833333,12.600418405,-3.7343
1742390374.9008358,55.76115789,12.600422716666667,-3.6369
1742390374.9014866,55.76115789,12.600422716666667,-3.6369
1742390375.8983345,55.761157028333336,12.600427578333333,-3.5526
1742390376.8986783,55.76115664,12.600430436666667,-3.5129
1742390376.8989236,55.76115664,12.600430436666667,-3.5129
1742390377.8985395,55.76115583,12.600431923333334,-3.5616
1742390377.8989036,55.76115583,12.600431923333334,-3.5616
1742390378.8993707,55.761154833333336,12.60043249,-3.6305
1742390378.899388,55.761154833333336,12.60043249,-3.6305
1742390380.8980172,55.761155036666665,12.60042839,-3.6514
1742390380.8985128,55.761155036666665,12.60042839,-3.6514
1742390381.8974876,55.76115557666667,12.60042596,-3.6916
1742390381.8977528,55.76115557666667,12.60042596,-3.6916
1742390382.8983552,55.76115619833333,12.600424565,-3.7063
1742390382.8987281,55.76115619833333,12.600424565,-3.7063
1742390383.8992884,55.7611558,12.600426281666667,-3.806
1742390384.9014375,55.76115532666667,12.600428568333333,-3.8432
1742390384.9016871,55.76115532666667,12.600428568333333,-3.8432
1742390385.898046,55.76115473666667,12.600431005,-3.9022
1742390385.8982809,55.76115473666667,12.600431005,-3.9022
1742390386.899813,55.761154395,12.600433423333333,-3.9354
1742390386.900218,55.761154395,12.600433423333333,-3.9354
1742390387.8982353,55.76115376333333,12.600437111666666,-3.9715
1742390387.8986182,55.76115376333333,12.600437111666666,-3.9715
1742390388.898012,55.76115306333333,12.600440905,-3.9267
1742390389.899923,55.76115435166667,12.600444956666667,-3.7935
1742390389.9005167,55.76115435166667,12.600444956666667,-3.7935
1742390390.900862,55.761154265,12.600450626666667,-3.6813
1742390391.8991625,55.76115280166667,12.600454248333333,-3.6298
1742390391.899433,55.76115280166667,12.600454248333333,-3.6298
1742390392.900728,55.76115087,12.60045787,-3.6064
1742390392.9009662,55.76115087,12.60045787,-3.6064
1742390393.9006147,55.761147805,12.600459073333333,-3.5526
1742390393.9006248,55.761147805,12.600459073333333,-3.5526
1742390394.9020002,55.76114488,12.600457471666667,-3.4328
1742390394.9021664,55.76114488,12.600457471666667,-3.4328
1742390395.9013772,55.76114286666667,12.600457003333334,-3.2514
1742390396.8987105,55.761141411666664,12.600454763333333,-3.1843
1742390397.8977745,55.761139918333335,12.600451395,-3.0011
1742390397.8983185,55.761139918333335,12.600451395,-3.0011
1742390398.8983612,55.76113916333333,12.600447521666666,-2.8022
1742390398.8985975,55.76113916333333,12.600447521666666,-2.8022
1742390399.9005494,55.761137078333334,12.600444068333333,-2.8111
1742390399.9011772,55.761137078333334,12.600444068333333,-2.8111
1742390400.9006112,55.761135276666664,12.600445236666667,-2.9544
1742390400.9009063,55.761135276666664,12.600445236666667,-2.9544
1742390401.898001,55.76113264666667,12.600448645,-2.8345
1742390401.8981712,55.76113264666667,12.600448645,-2.8345
1742390402.898748,55.761131905,12.600447485,-2.833
1742390402.8992536,55.761131905,12.600447485,-2.833
