timestamp,latitude,longitude,altitude
1742390356.5487008,55.7611975,12.600338,-3.2
1742390356.5489957,55.7611975,12.600338,-3.2
1742390356.748677,55.7611975,12.600338166666667,-3.2
1742390356.7489161,55.7611975,12.600338166666667,-3.2
1742390356.9489653,55.7611975,12.600338166666667,-3.2
1742390356.9491773,55.7611975,12.600338166666667,-3.2
1742390357.149956,55.7611975,12.600338333333333,-3.2
1742390357.1501532,55.7611975,12.600338333333333,-3.2
1742390357.3494039,55.7611975,12.600338333333333,-3.2
1742390357.3498037,55.7611975,12.600338333333333,-3.2
1742390357.5468898,55.7611975,12.6003385,-3.2
1742390357.547122,55.7611975,12.6003385,-3.2
1742390357.7490363,55.7611975,12.6003385,-3.2
1742390357.7492256,55.7611975,12.6003385,-3.2
1742390357.949022,55.7611975,12.6003385,-3.2
1742390357.9492102,55.7611975,12.6003385,-3.2
1742390358.149565,55.7611975,12.6003385,-3.2
1742390358.1499271,55.7611975,12.6003385,-3.2
1742390358.3493884,55.76119766666667,12.600338833333334,-3.2
1742390358.3495789,55.76119766666667,12.600338833333334,-3.2
1742390358.5495732,55.76119766666667,12.600339,-3.1
1742390358.549836,55.76119766666667,12.600339,-3.1
1742390358.74935,55.76119766666667,12.600339,-3.1
1742390358.7495735,55.76119766666667,12.600339,-3.1
1742390358.949465,55.761197833333334,12.600339166666666,-3.1
1742390358.9496517,55.761197833333334,12.600339166666666,-3.1
1742390359.1495843,55.761197833333334,12.600339333333332,-3.1
1742390359.149866,55.761197833333334,12.600339333333332,-3.1
1742390359.3498125,55.761197833333334,12.600339166666666,-3.1
1742390359.35014,55.761197833333334,12.600339166666666,-3.1
1742390359.5492065,55.761197833333334,12.600339333333332,-3.1
1742390359.5494244,55.761197833333334,12.600339333333332,-3.1
1742390359.7489247,55.761198,12.600339333333332,-3.1
1742390359.7491493,55.761198,12.600339333333332,-3.1
1742390359.9485435,55.761198,12.6003395,-3.1
1742390359.9488192,55.761198,12.6003395,-3.1
1742390360.1465192,55.761198,12.6003395,-3.1
1742390360.1468127,55.761198,12.6003395,-3.1
1742390360.3515854,55.761198,12.6003395,-3.1
1742390360.3518672,55.761198,12.6003395,-3.1
1742390360.5496144,55.761198,12.600339666666667,-3.1
1742390360.5499315,55.761198,12.600339666666667,-3.1
1742390360.7513916,55.761198,12.600339666666667,-3.1
1742390360.7516813,55.761198,12.600339666666667,-3.1
1742390360.9496956,55.76119816666667,12.600339833333333,-3.1
1742390360.9499395,55.76119816666667,12.600339833333333,-3.1
1742390361.1498036,55.76119816666667,12.600339833333333,-3.1
1742390361.1499913,55.76119816666667,12.600339833333333,-3.1
1742390361.3498967,55.76119833333333,12.60034,-3.1
1742390361.3503501,55.76119833333333,12.60034,-3.1
1742390361.5501723,55.76119833333333,12.600339833333333,-3.1
1742390361.550917,55.76119833333333,12.600339833333333,-3.1
1742390361.7496893,55.76119833333333,12.60034,-3.1
1742390361.949375,55.76119833333333,12.600340166666667,-3.1
1742390361.9499414,55.76119833333333,12.600340166666667,-3.1
1742390362.1500053,55.76119833333333,12.600340166666667,-3.1
1742390362.1506097,55.76119833333333,12.600340166666667,-3.1
1742390362.3499494,55.7611985,12.600340333333333,-3.1
1742390362.3505933,55.7611985,12.600340333333333,-3.1
1742390362.5502424,55.7611985,12.600340333333333,-3.1
1742390362.5507684,55.7611985,12.600340333333333,-3.1
1742390362.7471771,55.7611985,12.6003405,-3.1
1742390362.7477078,55.7611985,12.6003405,-3.1
1742390362.950137,55.7611985,12.6003405,-3.1
1742390362.95083,55.7611985,12.6003405,-3.1
1742390363.1516957,55.761198666666665,12.600340666666666,-3.1
1742390363.1523716,55.761198666666665,12.600340666666666,-3.1
1742390363.350069,55.7611985,12.600340666666666,-3.1
1742390363.3505254,55.7611985,12.600340666666666,-3.1
1742390363.548648,55.7611985,12.600340833333334,-3.1
1742390363.5490909,55.7611985,12.600340833333334,-3.1
1742390363.7487125,55.761198666666665,12.600340833333334,-3.1
1742390363.7492013,55.761198666666665,12.600340833333334,-3.1
1742390363.9485614,55.761198666666665,12.600340833333334,-3.1
1742390363.9490316,55.761198666666665,12.600340833333334,-3.1
1742390364.1492064,55.761198666666665,12.600341,-3.1
1742390364.1497653,55.761198666666665,12.600341,-3.1
1742390364.3507354,55.761198666666665,12.600341,-3.1
1742390364.3512042,55.761198666666665,12.600341,-3.1
1742390364.5490823,55.7611985,12.600341,-3.2
1742390364.5495183,55.7611985,12.600341,-3.2
1742390364.754483,55.7611985,12.600341166666666,-3.2
1742390364.9495351,55.7611985,12.600341,-3.2
1742390364.9497628,55.7611985,12.600341,-3.2
1742390365.1500022,55.7611985,12.600341166666666,-3.2
1742390365.3474207,55.7611985,12.600341166666666,-3.2
1742390365.5493736,55.7611985,12.600341333333333,-3.2
1742390365.7497156,55.7611985,12.6003415,-3.2
1742390365.7499533,55.7611985,12.6003415,-3.2
1742390365.9498892,55.7611985,12.600341833333333,-3.1
1742390365.9500887,55.7611985,12.600341833333333,-3.1
1742390366.1502593,55.7611985,12.600341666666667,-3.1
1742390366.150516,55.7611985,12.600341666666667,-3.1
1742390366.3507159,55.7611985,12.600341833333333,-3.1
1742390366.3509722,55.7611985,12.600341833333333,-3.1
1742390366.548888,55.76119833333333,12.6003415,-3.2
1742390366.5492113,55.76119833333333,12.6003415,-3.2
1742390366.7498004,55.76119833333333,12.600341666666667,-3.2
1742390366.7507892,55.76119833333333,12.600341666666667,-3.2
1742390366.950129,55.76119833333333,12.6003415,-3.2
1742390366.950442,55.76119833333333,12.6003415,-3.2
1742390367.150809,55.76119833333333,12.600341666666667,-3.2
1742390367.1508393,55.76119833333333,12.600341666666667,-3.2
1742390367.3501003,55.76119833333333,12.600341666666667,-3.2
1742390367.3503053,55.76119833333333,12.600341666666667,-3.2
1742390367.5501947,55.76119833333333,12.600341666666667,-3.2
1742390367.5504227,55.76119833333333,12.600341666666667,-3.2
1742390367.7504995,55.76119833333333,12.6003415,-3.2
1742390367.751156,55.76119833333333,12.6003415,-3.2
1742390367.9475718,55.76119816666667,12.600341666666667,-3.2
1742390367.94823,55.76119816666667,12.600341666666667,-3.2
1742390368.1502767,55.76119816666667,12.600341666666667,-3.2
1742390368.150973,55.76119816666667,12.600341666666667,-3.2
1742390368.3524663,55.761198,12.6003415,-3.3
1742390368.3525033,55.761198,12.6003415,-3.3
1742390368.5496266,55.761198,12.600341333333333,-3.3
1742390368.74965,55.761198,12.6003415,-3.3
1742390368.9494913,55.761198,12.6003415,-3.3
1742390368.9498887,55.761198,12.6003415,-3.3
1742390369.151054,55.761198,12.6003415,-3.3
1742390369.1512814,55.761198,12.6003415,-3.3
1742390369.3501096,55.761197833333334,12.600341166666666,-3.3
1742390369.3504367,55.761197833333334,12.600341166666666,-3.3
1742390369.5493681,55.761197833333334,12.6003415,-3.3
1742390369.5496843,55.761197833333334,12.6003415,-3.3
1742390369.7486875,55.761198,12.6003415,-3.3
1742390369.7490058,55.761198,12.6003415,-3.3
1742390369.9487152,55.761197833333334,12.6003415,-3.3
1742390369.9489863,55.761197833333334,12.6003415,-3.3
1742390370.1499832,55.761198,12.6003415,-3.3
1742390370.1501777,55.761198,12.6003415,-3.3
1742390370.350792,55.761198,12.600341666666667,-3.4
1742390370.3510606,55.761198,12.600341666666667,-3.4
1742390370.5463724,55.761197833333334,12.6003415,-3.4
1742390370.5466058,55.761197833333334,12.6003415,-3.4
1742390370.7510345,55.761198,12.600341666666667,-3.4
1742390370.7512476,55.761198,12.600341666666667,-3.4
1742390370.9516592,55.761198,12.6003415,-3.4
1742390370.9519062,55.761198,12.6003415,-3.4
1742390371.1507666,55.761198,12.600341333333333,-3.4
1742390371.150976,55.761198,12.600341333333333,-3.4
1742390371.3503134,55.761198,12.600341166666666,-3.5
1742390371.3506215,55.761198,12.600341166666666,-3.5
1742390371.5496044,55.761197833333334,12.600341166666666,-3.5
1742390371.5498517,55.761197833333334,12.600341166666666,-3.5
1742390371.7506466,55.761197833333334,12.600341166666666,-3.5
